"County","FIPS","Year","Gender","Age Cohort","Variable","Measure Type","Value"
"Tolland County","09013",2025,"Male","Total","Projected Population","Number",79986
"Tolland County","09013",2025,"Male","Total","Projected Population","Percent",49.76
"Tolland County","09013",2025,"Male","0 to 4 years","Projected Population","Number",3500
"Tolland County","09013",2025,"Male","0 to 4 years","Projected Population","Percent",4.38
"Tolland County","09013",2025,"Male","5 to 9 years","Projected Population","Number",3506
"Tolland County","09013",2025,"Male","5 to 9 years","Projected Population","Percent",4.38
"Tolland County","09013",2025,"Male","10 to 14 years","Projected Population","Number",3746
"Tolland County","09013",2025,"Male","10 to 14 years","Projected Population","Percent",4.68
"Tolland County","09013",2025,"Male","15 to 19 years","Projected Population","Number",6873
"Tolland County","09013",2025,"Male","15 to 19 years","Projected Population","Percent",8.59
"Tolland County","09013",2025,"Male","20 to 24 years","Projected Population","Number",9275
"Tolland County","09013",2025,"Male","20 to 24 years","Projected Population","Percent",11.6
"Tolland County","09013",2025,"Male","25 to 29 years","Projected Population","Number",5671
"Tolland County","09013",2025,"Male","25 to 29 years","Projected Population","Percent",7.09
"Tolland County","09013",2025,"Male","30 to 34 years","Projected Population","Number",4557
"Tolland County","09013",2025,"Male","30 to 34 years","Projected Population","Percent",5.7
"Tolland County","09013",2025,"Male","35 to 39 years","Projected Population","Number",4388
"Tolland County","09013",2025,"Male","35 to 39 years","Projected Population","Percent",5.49
"Tolland County","09013",2025,"Male","40 to 44 years","Projected Population","Number",3815
"Tolland County","09013",2025,"Male","40 to 44 years","Projected Population","Percent",4.77
"Tolland County","09013",2025,"Male","45 to 49 years","Projected Population","Number",3975
"Tolland County","09013",2025,"Male","45 to 49 years","Projected Population","Percent",4.97
"Tolland County","09013",2025,"Male","50 to 54 years","Projected Population","Number",4562
"Tolland County","09013",2025,"Male","50 to 54 years","Projected Population","Percent",5.7
"Tolland County","09013",2025,"Male","55 to 59 years","Projected Population","Number",5169
"Tolland County","09013",2025,"Male","55 to 59 years","Projected Population","Percent",6.46
"Tolland County","09013",2025,"Male","60 to 64 years","Projected Population","Number",5670
"Tolland County","09013",2025,"Male","60 to 64 years","Projected Population","Percent",7.09
"Tolland County","09013",2025,"Male","65 to 69 years","Projected Population","Number",5301
"Tolland County","09013",2025,"Male","65 to 69 years","Projected Population","Percent",6.63
"Tolland County","09013",2025,"Male","70 to 74 years","Projected Population","Number",3946
"Tolland County","09013",2025,"Male","70 to 74 years","Projected Population","Percent",4.93
"Tolland County","09013",2025,"Male","75 to 79 years","Projected Population","Number",2888
"Tolland County","09013",2025,"Male","75 to 79 years","Projected Population","Percent",3.61
"Tolland County","09013",2025,"Male","80 to 84 years","Projected Population","Number",1859
"Tolland County","09013",2025,"Male","80 to 84 years","Projected Population","Percent",2.32
"Tolland County","09013",2025,"Male","85 to 89 years","Projected Population","Number",825
"Tolland County","09013",2025,"Male","85 to 89 years","Projected Population","Percent",1.03
"Tolland County","09013",2025,"Male","90 years and Over","Projected Population","Number",460
"Tolland County","09013",2025,"Male","90 years and Over","Projected Population","Percent",0.58
"Windham County","09015",2015,"All","Total","Projected Population","Number",122718
"Windham County","09015",2015,"All","Total","Projected Population","Percent",3.37
"Windham County","09015",2015,"All","0 to 4 years","Projected Population","Number",6223
"Windham County","09015",2015,"All","0 to 4 years","Projected Population","Percent",5.07
"Windham County","09015",2015,"All","5 to 9 years","Projected Population","Number",6610
"Windham County","09015",2015,"All","5 to 9 years","Projected Population","Percent",5.39
"Windham County","09015",2015,"All","10 to 14 years","Projected Population","Number",7477
"Windham County","09015",2015,"All","10 to 14 years","Projected Population","Percent",6.09
"Windham County","09015",2015,"All","15 to 19 years","Projected Population","Number",9461
"Windham County","09015",2015,"All","15 to 19 years","Projected Population","Percent",7.71
"Windham County","09015",2015,"All","20 to 24 years","Projected Population","Number",8989
"Windham County","09015",2015,"All","20 to 24 years","Projected Population","Percent",7.32
"Windham County","09015",2015,"All","25 to 29 years","Projected Population","Number",6580
"Windham County","09015",2015,"All","25 to 29 years","Projected Population","Percent",5.36
"Windham County","09015",2015,"All","30 to 34 years","Projected Population","Number",6981
"Windham County","09015",2015,"All","30 to 34 years","Projected Population","Percent",5.69
"Windham County","09015",2015,"All","35 to 39 years","Projected Population","Number",7393
"Windham County","09015",2015,"All","35 to 39 years","Projected Population","Percent",6.02
"Windham County","09015",2015,"All","40 to 44 years","Projected Population","Number",8166
"Windham County","09015",2015,"All","40 to 44 years","Projected Population","Percent",6.65
"Windham County","09015",2015,"All","45 to 49 years","Projected Population","Number",8735
"Windham County","09015",2015,"All","45 to 49 years","Projected Population","Percent",7.12
"Windham County","09015",2015,"All","50 to 54 years","Projected Population","Number",9908
"Windham County","09015",2015,"All","50 to 54 years","Projected Population","Percent",8.07
"Windham County","09015",2015,"All","55 to 59 years","Projected Population","Number",9610
"Windham County","09015",2015,"All","55 to 59 years","Projected Population","Percent",7.83
"Windham County","09015",2015,"All","60 to 64 years","Projected Population","Number",8002
"Windham County","09015",2015,"All","60 to 64 years","Projected Population","Percent",6.52
"Windham County","09015",2015,"All","65 to 69 years","Projected Population","Number",6335
"Windham County","09015",2015,"All","65 to 69 years","Projected Population","Percent",5.16
"Windham County","09015",2015,"All","70 to 74 years","Projected Population","Number",4452
"Windham County","09015",2015,"All","70 to 74 years","Projected Population","Percent",3.63
"Windham County","09015",2015,"All","75 to 79 years","Projected Population","Number",3081
"Windham County","09015",2015,"All","75 to 79 years","Projected Population","Percent",2.51
"Windham County","09015",2015,"All","80 to 84 years","Projected Population","Number",2241
"Windham County","09015",2015,"All","80 to 84 years","Projected Population","Percent",1.83
"Windham County","09015",2015,"All","85 to 89 years","Projected Population","Number",1439
"Windham County","09015",2015,"All","85 to 89 years","Projected Population","Percent",1.17
"Windham County","09015",2015,"All","90 years and Over","Projected Population","Number",1035
"Windham County","09015",2015,"All","90 years and Over","Projected Population","Percent",0.84
"Windham County","09015",2015,"Female","Total","Projected Population","Number",61618
"Windham County","09015",2015,"Female","Total","Projected Population","Percent",50.21
"Windham County","09015",2015,"Female","0 to 4 years","Projected Population","Number",3035
"Windham County","09015",2015,"Female","0 to 4 years","Projected Population","Percent",4.93
"Windham County","09015",2015,"Female","5 to 9 years","Projected Population","Number",3228
"Windham County","09015",2015,"Female","5 to 9 years","Projected Population","Percent",5.24
"Windham County","09015",2015,"Female","10 to 14 years","Projected Population","Number",3657
"Windham County","09015",2015,"Female","10 to 14 years","Projected Population","Percent",5.93
"Windham County","09015",2015,"Female","15 to 19 years","Projected Population","Number",4550
"Windham County","09015",2015,"Female","15 to 19 years","Projected Population","Percent",7.38
"Windham County","09015",2015,"Female","20 to 24 years","Projected Population","Number",4253
"Windham County","09015",2015,"Female","20 to 24 years","Projected Population","Percent",6.9
"Windham County","09015",2015,"Female","25 to 29 years","Projected Population","Number",3163
"Windham County","09015",2015,"Female","25 to 29 years","Projected Population","Percent",5.13
"Windham County","09015",2015,"Female","30 to 34 years","Projected Population","Number",3458
"Windham County","09015",2015,"Female","30 to 34 years","Projected Population","Percent",5.61
"Windham County","09015",2015,"Female","35 to 39 years","Projected Population","Number",3667
"Windham County","09015",2015,"Female","35 to 39 years","Projected Population","Percent",5.95
"Windham County","09015",2015,"Female","40 to 44 years","Projected Population","Number",4094
"Windham County","09015",2015,"Female","40 to 44 years","Projected Population","Percent",6.64
"Windham County","09015",2015,"Female","45 to 49 years","Projected Population","Number",4394
"Windham County","09015",2015,"Female","45 to 49 years","Projected Population","Percent",7.13
"Windham County","09015",2015,"Female","50 to 54 years","Projected Population","Number",5011
"Windham County","09015",2015,"Female","50 to 54 years","Projected Population","Percent",8.13
"Windham County","09015",2015,"Female","55 to 59 years","Projected Population","Number",4881
"Windham County","09015",2015,"Female","55 to 59 years","Projected Population","Percent",7.92
"Windham County","09015",2015,"Female","60 to 64 years","Projected Population","Number",4129
"Windham County","09015",2015,"Female","60 to 64 years","Projected Population","Percent",6.7
"Windham County","09015",2015,"Female","65 to 69 years","Projected Population","Number",3217
"Windham County","09015",2015,"Female","65 to 69 years","Projected Population","Percent",5.22
"Windham County","09015",2015,"Female","70 to 74 years","Projected Population","Number",2312
"Windham County","09015",2015,"Female","70 to 74 years","Projected Population","Percent",3.75
"Windham County","09015",2015,"Female","75 to 79 years","Projected Population","Number",1671
"Windham County","09015",2015,"Female","75 to 79 years","Projected Population","Percent",2.71
"Windham County","09015",2015,"Female","80 to 84 years","Projected Population","Number",1293
